H_Copper (mm),H_leg (mm),Width_leg_p (mm),Width_leg_n (mm),Delta_T (K),Power Output (Watts),Voltage (V),Effeciency,rho_c
1.136363636,0.668181818,0.12,0.974545455,478,0.005987932,0.059879321,0.004166588,0.055325454
0.618181818,2.481818182,1.829090909,0.461818182,452,0.006697675,0.066976748,0.295123829,3.132235041
1.654545455,1.704545455,1.829090909,2,500,0.00064312,0.006431195,0.001868866,2.151260331
0.963636364,0.15,1.658181818,0.461818182,455,0.005501836,0.055018355,0.010911627,0.171621818
1.827272727,1.445454545,0.290909091,0.461818182,442,0.000678197,0.006781972,0.000280301,0.290142149
2,1.963636364,1.658181818,1.658181818,489,0.006108363,0.061083628,0.176073408,2.24668562
0.963636364,0.15,1.658181818,0.803636364,472,0.005844066,0.058440656,0.012311316,0.171621818
1.654545455,0.927272727,1.316363636,0.461818182,417,0.006997318,0.069973176,0.086615865,0.842233388
0.618181818,1.963636364,0.12,1.829090909,470,0.006537337,0.065373371,0.014594694,0.162589091
0.618181818,3,1.487272727,1.829090909,420,0.005153499,0.051534989,0.171738298,3.078654545
1.654545455,3,0.461818182,0.632727273,439,0.005483707,0.05483707,0.060379801,0.955963637
1.654545455,2.222727273,0.803636364,0.803636364,409,0.006953272,0.069532723,0.125162763,1.23252248
1.654545455,2.481818182,0.803636364,1.829090909,466,0.006348306,0.063483061,0.116492018,1.376190745
1.481818182,1.445454545,1.829090909,2,410,0.000683427,0.006834265,0.001789675,1.82426876
0.790909091,1.186363636,1.145454545,1.829090909,444,0.005272289,0.052722893,0.054745076,0.937658677
1.481818182,2.222727273,2,0.12,460,0.005758952,0.057589516,0.213675112,3.067363637
1.654545455,0.15,2,1.316363636,417,0.005149772,0.05149772,0.011530501,0.207
0.272727273,3,1.316363636,1.316363636,487,0.006591406,0.065914055,0.248658953,2.724872727
1.481818182,1.186363636,0.290909091,1.316363636,435,0.005311049,0.053110489,0.014108688,0.238135537
1.654545455,2.740909091,1.316363636,2,401,0.006733471,0.067334705,0.237082414,2.489542809
0.618181818,2.222727273,0.803636364,0.803636364,490,0.006428665,0.064286651,0.106988789,1.23252248
1.654545455,2.222727273,0.290909091,0.803636364,461,0.006029213,0.060292134,0.034065573,0.446161984
1.827272727,0.409090909,1.487272727,1.145454545,482,0.006055377,0.060553769,0.032332829,0.419816529
2,0.927272727,0.461818182,0.290909091,476,0.006235735,0.062357352,0.024132635,0.295479669
0.618181818,0.15,1.487272727,1.829090909,409,0.006940995,0.06940995,0.015576728,0.153932727
0.790909091,0.668181818,1.316363636,0.803636364,498,0.006508361,0.065083609,0.053996386,0.60690347
1.481818182,2.740909091,1.829090909,0.290909091,457,0.006157515,0.061575153,0.275481114,3.459226612
2,0.668181818,1.658181818,1.145454545,451,0.000641763,0.006417634,0.000661344,0.76449719
1.136363636,3,1.658181818,1.145454545,395,0.006813474,0.068134741,0.334689071,3.432436363
0.963636364,1.186363636,1.316363636,1.145454545,598,0.006374974,0.063749736,0.091981692,1.077563306
2,0.927272727,1.487272727,1.316363636,403,0.000648172,0.006481723,0.000839711,0.951584132
1.136363636,2.481818182,2,0.12,478,0.006489139,0.064891388,0.30291794,3.424909091
1.481818182,0.409090909,0.632727273,1.487272727,447,0.005235248,0.052352475,0.010281624,0.178601653
1.309090909,3,0.974545455,1.487272727,402,0.005128712,0.051287124,0.111452793,2.017309092
0.790909091,2.481818182,1.487272727,0.974545455,453,0.006473499,0.064734985,0.224176244,2.546886942
1.827272727,0.409090909,1.316363636,0.12,422,0.005242119,0.052421186,0.021446691,0.371573553
1.654545455,1.445454545,1.487272727,0.461818182,460,0.006034397,0.060343972,0.113452416,1.483351735
0.618181818,2.222727273,0.803636364,1.658181818,433,0.005272813,0.052728131,0.071974958,1.23252248
0.963636364,1.445454545,2,0.974545455,426,0.000680581,0.006805806,0.001940638,1.994727272
1.136363636,1.704545455,1.487272727,1.658181818,472,0.0062638,0.062637998,0.144153718,1.749235537
1.136363636,1.186363636,0.290909091,1.316363636,425,0.006152525,0.061525249,0.018933582,0.238135537
1.827272727,2.222727273,0.974545455,1.316363636,497,0.005289734,0.052897341,0.087842942,1.494642646
0.790909091,2.481818182,0.974545455,0.461818182,489,0.006528286,0.065282857,0.149389914,1.668864794
2,2.740909091,0.12,1.829090909,486,0.006601515,0.066015145,0.020773705,0.226947273
1.827272727,1.963636364,0.632727273,1.487272727,481,0.006755878,0.06755878,0.082184918,0.857287935
0.963636364,2.222727273,1.316363636,0.461818182,461,0.005705473,0.057054728,0.138037232,2.018882975
2,3,0.803636364,0.974545455,493,0.006630109,0.066301088,0.153593577,1.663527273
1.136363636,2.222727273,1.829090909,2,446,0.005466761,0.054667608,0.17608912,2.805243471
0.618181818,3,1.829090909,1.316363636,469,0.005656793,0.056567927,0.254476676,3.786218182
0.790909091,1.186363636,2,1.316363636,407,0.006949888,0.069498884,0.166094172,1.637181818
2,1.186363636,0.974545455,0.12,451,0.005865965,0.058659651,0.057656701,0.797754049
1.827272727,2.481818182,0.461818182,0.461818182,464,0.005542638,0.055426381,0.051029927,0.790842645
0.618181818,1.963636364,0.12,0.461818182,413,0.000636208,0.006362078,0.000138226,0.162589091
2,0.927272727,0.974545455,1.658181818,438,0.00601389,0.060138904,0.047366524,0.623531901
0.963636364,0.668181818,0.290909091,0.803636364,401,0.000644774,0.006447741,0.000117116,0.134122314
1.481818182,2.481818182,0.12,0.803636364,475,0.005858966,0.058589661,0.014816448,0.205494546
1.827272727,2.740909091,0.803636364,0.12,461,0.006189986,0.061899858,0.122316326,1.519859009
0.618181818,1.445454545,0.632727273,1.658181818,475,0.006278273,0.06278273,0.05224591,0.631059174
0.445454545,1.186363636,0.803636364,0.290909091,408,0.000506328,0.005063282,0.000354236,0.657849422
0.445454545,1.445454545,0.290909091,0.803636364,425,0.005972812,0.059728118,0.021740539,0.290142149
0.790909091,2.740909091,0.461818182,2,479,0.006473992,0.064739924,0.07688842,0.873403141
0.963636364,3,1.145454545,0.974545455,445,0.006401632,0.064016317,0.204094543,2.371090908
1.827272727,1.704545455,0.632727273,0.803636364,488,0.006023088,0.060230884,0.056704108,0.744173554
1.309090909,2.481818182,0.290909091,0.632727273,428,0.000675613,0.006756125,0.00047761,0.498168595
2,1.186363636,1.145454545,1.145454545,476,0.006491744,0.064917436,0.082998322,0.937658677
1.309090909,1.704545455,1.829090909,0.12,462,0.006282791,0.062827908,0.178361036,2.151260331
1.136363636,1.186363636,0.974545455,1.145454545,481,0.005985195,0.059851945,0.060024337,0.797754049
1.827272727,2.481818182,0.803636364,0.974545455,485,0.006154456,0.061544561,0.109486307,1.376190745
0.445454545,1.186363636,1.145454545,1.316363636,452,0.000646896,0.006468962,0.000824168,0.937658677
1.309090909,0.15,1.316363636,2,468,0.00589277,0.058927697,0.009937039,0.136243636
0.790909091,1.963636364,0.461818182,2,404,0.00068453,0.006845297,0.00061584,0.625721653
0.963636364,1.963636364,1.829090909,0.290909091,481,0.006236279,0.062362791,0.202440944,2.478251901
1.654545455,1.963636364,0.461818182,0.632727273,476,0.006074333,0.06074333,0.048493128,0.625721653
1.481818182,0.668181818,0.803636364,1.316363636,462,0.005352933,0.053529326,0.02229917,0.370512893
0.790909091,0.927272727,1.658181818,1.316363636,459,0.006389683,0.063896828,0.090980673,1.060934875
1.654545455,2.481818182,0.974545455,1.316363636,481,0.00630237,0.063023701,0.139229344,1.668864794
1.481818182,2.222727273,0.803636364,1.829090909,432,0.005439268,0.054392676,0.076590961,1.23252248
2,1.445454545,1.829090909,1.829090909,493,0.0063676,0.063675997,0.15536105,1.82426876
1.827272727,1.445454545,1.487272727,0.632727273,496,0.006503033,0.065030332,0.131758276,1.483351735
1.654545455,0.927272727,2,1.145454545,484,0.006577638,0.065776384,0.116286254,1.279636363
1.309090909,0.15,1.658181818,0.974545455,481,0.005195257,0.051952565,0.00972945,0.171621818
1.827272727,0.927272727,1.829090909,0.632727273,431,0.000639781,0.00639781,0.001006135,1.170285619
1.654545455,1.963636364,1.829090909,1.487272727,479,0.006315563,0.063155627,0.207621043,2.478251901
0.790909091,0.927272727,0.803636364,0.461818182,473,0.005848248,0.058482478,0.036937671,0.514181157
2,1.186363636,0.974545455,2,430,0.000670685,0.006706852,0.000753717,0.797754049
2,0.409090909,0.632727273,0.632727273,433,0.005108878,0.051088784,0.009791256,0.178601653
1.136363636,0.15,0.632727273,1.829090909,489,0.006529474,0.065294743,0.005864286,0.065487273
1.827272727,1.186363636,1.829090909,1.658181818,446,0.000609964,0.006099642,0.001170072,1.497277189
2,3,2,0.12,409,0.005351752,0.053517521,0.249054353,4.14
0.790909091,2.740909091,2,2,348,0.006017626,0.06017626,0.287690765,3.782454546
1.309090909,0.668181818,1.829090909,1.145454545,433,0.005229014,0.052290137,0.048430663,0.843294049
1.654545455,1.445454545,0.974545455,1.829090909,467,0.005809359,0.05809359,0.068899152,0.971976198
0.790909091,1.704545455,1.658181818,1.658181818,452,0.000635157,0.006351574,0.001652549,1.950247934
1.481818182,1.704545455,0.632727273,1.316363636,425,0.005275441,0.052754405,0.043500426,0.744173554
0.445454545,1.963636364,0.461818182,0.803636364,475,0.005889551,0.058895513,0.045587673,0.625721653
1.136363636,2.740909091,1.487272727,0.290909091,463,0.005702214,0.057022141,0.192098155,2.812770743
1.309090909,2.222727273,0.803636364,0.803636364,492,0.006029581,0.060295811,0.094117623,1.23252248
0.618181818,0.409090909,0.803636364,2,457,0.000698404,0.006984036,0.000232404,0.226844628
1.654545455,0.409090909,0.290909091,1.487272727,405,0.006760708,0.067607084,0.00788338,0.082115702
1.827272727,1.963636364,0.974545455,0.632727273,456,0.000602985,0.006029848,0.001008386,1.320420497
0.618181818,0.927272727,0.632727273,1.487272727,491,0.006138767,0.061387674,0.032043305,0.404830413
0.963636364,2.481818182,0.461818182,1.487272727,401,0.006699878,0.066998776,0.074563388,0.790842645
0.445454545,2.481818182,0.803636364,0.632727273,440,0.005397369,0.053973685,0.084206301,1.376190745
1.136363636,1.445454545,0.974545455,1.145454545,448,0.005512019,0.055120187,0.06202672,0.971976198
1.136363636,0.409090909,0.803636364,1.658181818,460,0.006081749,0.06081749,0.017623303,0.226844628
1.481818182,2.481818182,1.145454545,2,432,0.00060603,0.006060296,0.001513165,1.961538842
0.445454545,3,1.487272727,1.658181818,469,0.005830044,0.058300435,0.21978921,3.078654545
0.963636364,1.704545455,0.12,0.974545455,460,0.006129221,0.061292212,0.011136567,0.141136364
0.618181818,2.740909091,0.290909091,0.632727273,488,0.00639632,0.063963202,0.04727845,0.550175207
1.654545455,2.222727273,1.658181818,1.829090909,431,0.000647296,0.006472959,0.002238077,2.543123306
1.136363636,0.409090909,0.290909091,1.487272727,450,0.006015852,0.060158516,0.006241978,0.082115702
1.136363636,1.704545455,1.487272727,0.632727273,401,0.006714335,0.067143349,0.165636524,1.749235537
0.963636364,0.668181818,0.12,1.145454545,489,0.006322686,0.063226861,0.004645474,0.055325454
1.827272727,0.409090909,0.12,0.290909091,424,0.00526938,0.052693799,0.001975473,0.033872727
1.136363636,1.445454545,2,0.803636364,422,0.005272813,0.052728134,0.116485039,1.994727272
0.272727273,3,0.974545455,1.316363636,420,0.000608572,0.006085716,0.00156927,2.017309092
1.827272727,1.445454545,0.974545455,1.487272727,448,0.006043999,0.060439987,0.074577217,0.971976198
0.963636364,1.704545455,1.145454545,0.461818182,402,0.006933541,0.069335412,0.136034028,1.347210744
0.618181818,1.963636364,0.290909091,0.974545455,450,0.005877902,0.058779022,0.028603158,0.394155372
0.618181818,1.704545455,1.829090909,0.803636364,463,0.006173965,0.061739646,0.172235654,2.151260331
0.963636364,1.186363636,2,0.12,486,0.006143096,0.061430962,0.129769719,1.637181818
1.654545455,3,0.803636364,0.461818182,428,0.000640879,0.006408789,0.001435105,1.663527273
0.963636364,1.186363636,0.290909091,0.803636364,464,0.005947668,0.059476675,0.01769373,0.238135537
1.827272727,2.481818182,1.145454545,0.12,448,0.006284327,0.06284327,0.162710763,1.961538842
1.654545455,0.668181818,1.487272727,1.316363636,415,0.000664599,0.00664599,0.000636144,0.685700331
0.618181818,1.445454545,1.316363636,1.487272727,474,0.006701385,0.067013852,0.123839842,1.312893223
1.827272727,0.668181818,0.803636364,1.829090909,450,0.005479246,0.054792456,0.023363972,0.370512893
1.309090909,0.927272727,0.803636364,0.12,467,0.005670504,0.056705041,0.034726524,0.514181157
1.136363636,1.445454545,0.632727273,1.829090909,471,0.006083921,0.060839211,0.0490613,0.631059174
1.654545455,2.740909091,1.145454545,1.145454545,436,0.005161741,0.051617411,0.1212316,2.166314875
1.654545455,2.740909091,0.290909091,2,468,0.006109701,0.061097012,0.043136289,0.550175207
1.827272727,1.704545455,1.316363636,1.316363636,492,0.006350578,0.063505783,0.131148076,1.548223141
1.136363636,3,0.974545455,1.658181818,484,0.006648768,0.066487682,0.187308139,2.017309092
1.309090909,2.740909091,1.487272727,1.316363636,464,0.006185015,0.061850153,0.226004825,2.812770743
0.445454545,0.15,1.487272727,1.487272727,475,0.00599611,0.059961099,0.011624438,0.153932727
0.618181818,2.481818182,1.487272727,2,417,0.006630787,0.066307867,0.23520232,2.546886942
1.654545455,3,2,1.145454545,421,0.000662864,0.006628638,0.003820769,4.14
1.481818182,1.445454545,1.145454545,1.316363636,475,0.00681524,0.068152403,0.111453973,1.14243471
1.136363636,2.481818182,1.487272727,1.145454545,440,0.000643644,0.006436441,0.00221617,2.546886942
1.827272727,0.409090909,1.658181818,1.829090909,426,0.005523979,0.055239785,0.029999005,0.468059504
0.963636364,2.222727273,1.145454545,1.658181818,416,0.00692522,0.069252202,0.176962857,1.756762809
1.136363636,1.186363636,0.974545455,0.632727273,471,0.006218437,0.062184372,0.064793784,0.797754049
1.654545455,0.668181818,0.461818182,1.829090909,414,0.006811226,0.068112257,0.020747565,0.212919173
0.618181818,1.186363636,0.461818182,0.290909091,470,0.006273808,0.06273808,0.031253755,0.378040166
1.309090909,0.927272727,1.145454545,0.974545455,421,0.000642465,0.006424649,0.000635382,0.732882644
1.481818182,1.186363636,0.12,0.290909091,349,0.000626272,0.006262719,8.09E-05,0.098230909
1.654545455,2.481818182,0.461818182,1.316363636,421,0.000683925,0.006839254,0.000776979,0.790842645
1.309090909,1.186363636,1.316363636,1.487272727,476,0.005970955,0.05970955,0.080692321,1.077563306
0.790909091,2.222727273,2,0.290909091,417,0.000656059,0.006560588,0.002773018,3.067363637
0.618181818,1.445454545,0.12,1.829090909,478,0.00633342,0.063334201,0.010083544,0.119683636
0.963636364,2.222727273,1.487272727,1.145454545,410,0.000662231,0.006622311,0.002101101,2.281003141
1.827272727,0.409090909,0.803636364,0.632727273,370,0.006241609,0.062416091,0.018561944,0.226844628
0.445454545,0.409090909,1.316363636,1.487272727,471,0.005934473,0.059344728,0.027485959,0.371573553
0.445454545,0.409090909,1.145454545,2,408,0.000597356,0.005973559,0.000242334,0.323330578
1.481818182,1.963636364,0.12,1.145454545,477,0.006201425,0.062014245,0.013133369,0.162589091
0.618181818,2.222727273,1.658181818,0.461818182,406,0.005046862,0.050468619,0.136054239,2.543123306
1.309090909,1.186363636,0.974545455,1.316363636,495,0.006595567,0.065955668,0.072891197,0.797754049
1.309090909,1.186363636,1.316363636,0.290909091,417,0.000655773,0.006557732,0.000973312,1.077563306
1.136363636,0.15,0.290909091,1.145454545,412,0.006960777,0.069607768,0.003064184,0.030109091
1.481818182,0.927272727,1.829090909,1.829090909,434,0.000654782,0.006547818,0.00105387,1.170285619
1.481818182,0.409090909,1.316363636,1.829090909,425,0.005587665,0.055876652,0.024367298,0.371573553
1.654545455,1.186363636,1.145454545,2,479,0.006478602,0.064786021,0.082662628,0.937658677
0.618181818,3,1.145454545,1.316363636,422,0.006901836,0.069018364,0.237235318,2.371090908
0.618181818,0.409090909,1.658181818,0.12,471,0.006668264,0.066682636,0.043714791,0.468059504
1.309090909,2.740909091,0.290909091,2,412,0.000674649,0.006746487,0.000525967,0.550175207
0.790909091,0.409090909,1.487272727,1.487272727,487,0.006581235,0.065812347,0.038192326,0.419816529
1.309090909,2.222727273,0.12,1.658181818,427,0.005108355,0.051083553,0.01008743,0.184041818
0.790909091,1.445454545,2,1.658181818,409,0.006108113,0.061081131,0.156314579,1.994727272
1.654545455,1.186363636,1.145454545,0.974545455,415,0.00064484,0.006448403,0.000818938,0.937658677
1.827272727,1.963636364,1.316363636,0.290909091,435,0.006142169,0.061421694,0.141329048,1.783553058
1.136363636,2.222727273,0.12,0.290909091,490,0.006619518,0.066195179,0.016938348,0.184041818
1.136363636,1.704545455,1.316363636,0.290909091,432,0.005682335,0.05682335,0.104999937,1.548223141
1.481818182,2.222727273,1.487272727,2,429,0.005223705,0.052237046,0.130732908,2.281003141
0.618181818,2.481818182,0.803636364,0.12,410,0.006702605,0.067026047,0.129857687,1.376190745
1.827272727,0.927272727,0.12,0.632727273,467,0.006205685,0.062056849,0.006210393,0.076778182
1.309090909,1.963636364,1.316363636,1.316363636,435,0.000696159,0.006961593,0.001815537,1.783553058
2,1.963636364,0.803636364,0.290909091,401,0.000543179,0.005431787,0.000674772,1.088854216
1.827272727,3,0.632727273,0.461818182,433,0.006343891,0.06343891,0.110713389,1.309745455
0.618181818,0.15,0.12,0.12,492,0.006165122,0.061651223,0.000991532,0.01242
1.309090909,2.740909091,0.974545455,1.487272727,464,0.00571356,0.057135603,0.12637503,1.843086943
0.618181818,0.668181818,1.487272727,1.829090909,371,0.006283747,0.062837467,0.056868728,0.685700331
2,2.740909091,0.632727273,0.974545455,455,0.006215152,0.062151516,0.097087999,1.196631075
0.790909091,1.704545455,2,0.461818182,365,0.006165615,0.061656153,0.187820218,2.352272728
1.654545455,2.222727273,0.461818182,0.974545455,403,0.000519435,0.005194346,0.000401393,0.708282149
1.654545455,3,1.316363636,1.658181818,381,0.006995871,0.069958708,0.280111927,2.724872727
1.136363636,3,0.803636364,0.803636364,379,0.006149765,0.061497646,0.132144389,1.663527273
0.618181818,2.740909091,1.145454545,0.803636364,417,0.006876245,0.068762447,0.215142419,2.166314875
0.445454545,2.481818182,1.316363636,0.290909091,485,0.006324598,0.063245984,0.189392447,2.254212892
0.618181818,0.409090909,0.290909091,0.461818182,453,0.006061898,0.060618978,0.006337898,0.082115702
0.618181818,1.445454545,0.803636364,0.974545455,414,0.005020885,0.050208845,0.042440001,0.801517686
1.136363636,1.704545455,0.461818182,0.803636364,412,0.006866292,0.068662923,0.053786725,0.543161157
0.445454545,1.445454545,0.803636364,0.974545455,407,0.006945136,0.069451362,0.08120382,0.801517686
0.618181818,2.222727273,0.461818182,0.12,419,0.005202312,0.052023121,0.040262517,0.708282149
1.136363636,1.704545455,0.803636364,2,439,0.000697535,0.006975346,0.000965941,0.945185951
0.963636364,0.409090909,2,0.632727273,419,0.006867712,0.068677124,0.055927439,0.564545454
1.309090909,2.481818182,0.632727273,0.632727273,494,0.006897487,0.068974873,0.108272769,1.083516695
