LHT (mm),HIC (mm),w_p (mm),w_n (mm),FF,rho_c,Th (K),"Electric potential (V), Voc","Electric potential (V), Vn", PDmax, flux (W)
3.798500483,1.528527329,4.11346408,3.0728179,0.380428843,3.41E-09,321.8574876,0.043922671,-0.014538426,86.74146293,1.179135247
3.463976097,2.86933201,4.456955412,1.904824476,0.655604424,2.19E-09,351.3345653,0.041193821,-0.017062656,103.6025161,1.324332761
4.691997114,0.815925355,4.71956946,3.856019711,0.263242291,1.30E-09,467.5347637,0.036096274,-0.022422066,44.51065292,1.30416783
4.194414578,2.934230337,2.324845198,1.430583649,0.680893605,1.73E-08,423.0351623,0.0361468,-0.02223429,59.29912561,0.320444755
3.049723665,1.076596601,3.059460961,4.007697559,0.362694527,2.22E-08,345.464645,0.03418781,-0.024274752,38.37052711,1.122886239
3.456637242,2.432184841,4.057967867,4.120460115,0.460281534,2.15E-09,474.351706,0.032215707,-0.026129172,39.90440603,1.454100555
4.5427391,1.347424815,3.637129163,4.199651958,0.551970626,1.70E-08,460.1424118,0.037132909,-0.021364347,35.27687749,0.968816719
2.297834531,0.857703489,4.979841027,2.628121869,0.667602503,9.21E-08,450.7298565,0.042751235,-0.01554182,160.4794113,2.585197753
1.970576176,2.644722963,0.56154943,1.366163455,0.264842323,1.41E-09,469.5265397,0.035958914,-0.022343771,25.99995968,0.116813108
0.548649876,1.272152248,2.098099469,0.9487562,0.802350984,9.57E-09,423.9299363,0.041062977,-0.016162551,644.2085657,1.829673627
4.219479834,2.147138511,1.764625668,3.845125627,0.699658475,2.92E-08,400.287472,0.026488251,-0.031966006,7.924533786,0.464976679
4.104413152,1.916109213,1.680421326,4.48817623,0.260688127,1.24E-09,374.7870052,0.033660047,-0.024827541,9.307908437,0.576804458
0.970045331,1.679390773,1.501384021,3.428772615,0.927477106,3.60E-08,344.7528041,-0.009258051,-0.0092605,3.895027788,1.512034176
3.095858215,1.739548682,3.691057284,1.148720272,0.648317292,9.10E-08,411.4823315,0.035607597,-0.022757432,86.51673564,0.98599453
2.587917642,2.330594785,0.88141763,4.707034018,0.457184198,1.50E-09,477.8984691,0.024428818,-0.033916685,2.14678425,0.809520223
1.03419093,0.719432285,3.837239753,4.950959065,0.191774593,4.41E-08,418.7963578,0.033578361,-0.02438622,110.5095725,5.102024613
4.912557022,2.170451655,3.620416289,2.450203745,0.529898902,5.72E-09,483.9213723,0.036094531,-0.022378591,48.10256079,0.683207678
1.466131494,2.739530253,1.628618596,3.176713802,0.198298298,1.94E-09,371.3834739,0.034872967,-0.023167643,47.21677492,0.983408567
0.80255381,0.644470493,1.637752024,3.99752834,0.436542511,9.69E-09,439.0275945,0.024124478,-0.033888338,28.55910599,2.442041659
3.176813208,0.851633348,3.329872634,3.813754055,0.41784127,1.39E-09,429.7330945,0.028909891,-0.029576953,30.84413257,1.154489492
3.824900047,2.291579842,3.929769975,4.855042364,0.69794568,1.11E-08,434.0867688,0.031284472,-0.027070231,27.51163189,1.407397012
0.645995507,1.593204121,4.444185259,1.01697391,0.223144863,1.09E-09,429.0084024,0.037345044,-0.02008001,416.5914452,6.52375656
3.464229374,1.508871552,4.334628037,3.113261898,0.789684219,2.87E-08,344.330935,0.0373996,-0.020980891,70.72897411,1.414247496
2.895313442,0.842416586,4.841973474,3.613691389,0.343519094,9.46E-09,328.7181797,0.036013217,-0.022404465,76.46801364,2.141367348
0.96469254,1.766925102,3.116232029,4.505442909,0.449589764,8.28E-09,495.7256512,0.032865293,-0.024784039,98.58023702,3.95350738
1.276357446,0.816363278,4.588950026,4.433493325,0.745106878,2.47E-09,309.0590258,0.030016169,-0.02793262,98.24552656,4.86315314
3.055884338,1.691551141,4.13830973,4.900999071,0.61285316,5.28E-09,393.5472974,0.014376091,-0.04397031,7.635438059,1.892831057
1.833609261,2.409038247,4.526004309,2.804353043,0.327222817,2.31E-09,385.0160634,0.039187338,-0.018873285,158.5014725,2.75805127
4.722420779,1.145660895,0.552319706,4.238423901,0.397582632,2.96E-08,372.0037916,0.027187568,-0.031385924,0.71850316,0.346029989
4.184331033,1.70196542,4.846563463,2.422767687,0.325208133,2.50E-09,456.3967707,0.041643847,-0.016821951,84.94041157,1.334781735
4.926052429,2.980039923,2.630885733,2.40041245,0.585293151,1.71E-08,449.0700577,0.036810416,-0.02162614,40.39272337,0.405355586
1.668518775,2.216626058,4.091823453,1.64006764,0.34936208,3.62E-09,481.0449847,0.045884044,-0.012193813,268.2504938,2.282447194
4.863756348,2.603391928,1.072418537,4.182067792,0.703127925,2.06E-08,379.0975052,0.028913604,-0.029558743,2.912892413,0.364636283
2.440552414,1.537119016,2.281734931,4.936167976,0.571808443,1.20E-08,412.8359056,0.02421754,-0.034120889,11.58661723,1.329101919
2.063834579,2.419652308,1.721572984,1.653537778,0.181135951,7.03E-09,478.4614095,0.035022256,-0.023252887,83.30057606,0.423781423
0.726572871,0.601272932,1.812464467,0.752592146,0.329241757,2.22E-08,498.7696126,0.038668898,-0.019547232,436.5671671,1.0371926
0.73744366,0.807277956,1.05465029,4.169940968,0.249302698,6.78E-09,493.8588725,0.023311954,-0.034689695,12.16492174,2.363495368
3.614050652,1.007676482,4.125937246,3.291035236,0.401281891,4.39E-08,443.5687743,0.036076791,-0.022412331,58.79006638,1.280125814
2.560680475,1.504879812,0.541590416,4.818644602,0.514385678,2.88E-08,328.6455116,0.027594209,-0.030835514,1.019867521,0.81438334
1.519347317,2.614362196,1.906274556,1.635076486,0.506086572,1.21E-08,304.6372024,0.036346214,-0.02168328,134.3855989,0.66334814
3.262866378,1.365665127,1.284847444,0.819624461,0.729071309,5.68E-08,465.0436713,0.040889937,-0.017605655,95.89981553,0.127404297
1.637861532,2.136552984,3.150675233,2.715990174,0.220254677,4.55E-08,468.1884049,0.036345653,-0.021759606,123.8668186,1.687764679
3.099342895,2.273285737,1.644135812,0.884597103,0.901825546,1.16E-08,449.2721817,-0.009300592,-0.009300717,5.602215945,0.200191112
2.116439361,1.965455885,1.665493045,1.678055005,0.358560596,1.37E-09,355.9846972,0.037297666,-0.021040952,88.09086988,0.397989453
4.20598502,1.39310492,2.697521648,1.066900374,0.320223962,1.36E-08,427.9635719,0.022635657,-0.035902394,25.96362399,0.39799821
4.193132723,1.942633354,3.437100677,1.508594808,0.66666072,5.13E-09,363.2496884,0.041481273,-0.016956617,86.49041314,0.655900729
2.648076792,1.355663982,1.045871171,0.977650938,0.774964966,1.20E-08,390.1296492,0.036046133,-0.022417718,70.54840421,0.120754024
2.078685992,0.709684346,1.289801536,4.792576997,0.390624588,1.97E-08,376.487017,0.02857664,-0.029858452,7.285800238,1.135617135
2.131519085,2.982009945,1.612286351,1.753532211,0.722162277,1.95E-08,482.7280174,0.028988384,-0.029143183,48.90860181,0.386635458
4.125715366,0.817956134,4.881866964,2.497539137,0.845362361,2.22E-08,346.8314661,-0.009963467,-0.00996419,4.903649843,1.374949342
1.976807673,0.68087096,2.28718625,4.543753134,0.740123299,2.28E-08,415.5221809,0.03466084,-0.023669238,33.62285456,1.480270999
1.440767182,2.696326873,3.195455408,3.547947146,0.080776837,1.65E-09,372.1963058,0.034298073,-0.023631548,98.16505458,2.266760564
0.881097538,1.254586652,1.586942657,3.281168663,0.79463202,2.42E-09,432.6142224,0.023094453,-0.034750242,31.41540994,1.666702583
2.600119044,2.125742435,2.707067863,3.675034357,0.747032863,1.82E-08,412.9126282,0.021135347,-0.037137149,16.45085967,1.058476795
2.669594445,1.322514324,0.833536285,4.229700157,0.652361214,6.55E-09,484.7955363,0.02219974,-0.036245197,1.896474274,0.640204444
4.284089197,1.478635677,0.656339657,4.449511705,0.734020177,3.36E-08,320.3224303,0.016862758,-0.041661954,0.388542628,0.424908312
1.495574134,1.15528243,2.609300871,3.391878518,0.931482856,1.78E-09,344.128168,-0.014514876,-0.014516691,14.24319655,1.643980018
2.214460732,1.357610014,2.293966794,4.505032736,0.438001599,2.42E-09,453.2695928,0.033764592,-0.024582444,29.00203983,1.310463382
4.137825825,1.526751001,1.115961439,2.909288873,0.110500911,1.31E-08,373.757368,0.032730031,-0.025813813,9.105945089,0.243699464
4.206306248,2.301040173,3.59420643,1.747808853,0.464800973,1.00E-08,333.1567572,0.040211923,-0.018230135,79.39734188,0.726282901
2.230749842,1.778840486,4.968065709,4.46034519,0.09179029,3.41E-09,400.6642518,0.036281878,-0.021958092,86.75377492,3.153232656
2.566058105,2.858913043,2.280410695,2.936627723,0.314825367,6.56E-09,430.4284123,0.03375003,-0.024526249,45.39639289,0.728058028
1.864786509,0.604700985,3.310513862,4.577619144,0.578191813,1.17E-09,308.9653428,0.022612969,-0.035688388,25.62935797,2.245362279
4.696496953,1.757670807,4.833391741,0.680755163,0.328660604,1.19E-09,358.3243779,0.052434671,-0.006067953,82.61764491,1.083457529
1.033896946,1.960561972,4.241907376,2.288820882,0.666855721,1.55E-09,461.8845075,0.037175383,-0.020313544,267.5341464,4.112589612
4.701872404,2.800492465,2.585985005,4.765122583,0.789787695,1.42E-08,404.0489133,0.024108571,-0.034287988,7.691896166,0.727730292
3.577399033,0.622896309,3.81870268,1.623425417,0.428395261,5.34E-08,307.075843,0.036846614,-0.021686848,80.31746826,0.946502411
2.892074687,1.933748962,1.076607681,4.736913107,0.860124156,3.31E-09,356.3902011,-0.00336792,-0.003370482,0.052926569,0.785681074
0.646965774,2.634074821,2.80446735,4.792561075,0.121855038,1.17E-09,427.8281312,0.0293644,-0.027676064,92.15781061,5.575113026
2.640182863,1.10481932,1.755771247,4.469640414,0.806101848,2.61E-08,339.8718939,0.025309575,-0.033094841,8.893684107,0.911482251
2.334866473,2.690730871,1.225236596,3.036506203,0.795715831,5.14E-08,465.4782812,0.014180144,-0.044042953,3.306009135,0.481350524
1.225484654,0.547608523,2.418264078,3.411227521,0.339794507,1.89E-09,435.3151814,0.031611808,-0.026639413,74.23327626,1.853693028
3.453843216,2.331136573,1.089565495,4.413276493,0.318843668,5.91E-09,394.2758122,0.032053194,-0.026385647,4.694056099,0.56556199
4.870179083,2.832783053,3.645432987,3.991536871,0.324585483,2.08E-09,483.1247562,0.028531035,-0.0299004,20.57406921,0.874309104
3.02984965,2.142994154,2.553080198,3.335422323,0.780254341,1.63E-09,378.3601542,0.030678471,-0.027655192,31.22044845,0.78335096
3.716389744,1.59757311,2.890150847,4.920167335,0.798488139,1.98E-08,347.0146821,0.030118913,-0.028291447,17.10935555,1.053158426
0.808027037,0.612202541,1.158691724,3.585544864,0.346750213,8.61E-08,432.2805985,0.0312237,-0.026906752,31.30390699,1.737206766
2.379501481,2.800284533,1.128972475,4.889668966,0.583331313,2.27E-08,414.6590375,0.026356429,-0.031873291,4.058995001,0.988050957
1.023613183,1.675740557,3.125369459,0.758248136,0.175039906,9.32E-08,367.0495802,0.037810041,-0.020183382,276.7684816,2.07773174
3.25758126,0.572491861,4.932543865,1.125321668,0.471900864,7.39E-09,368.7329123,0.04078771,-0.017700654,99.05445486,1.647572214
4.723169712,2.224552678,0.933127625,2.531564807,0.948913566,6.25E-08,379.6420617,-0.008506927,-0.008507368,0.502746486,0.155514671
3.477999796,1.704593134,1.785791429,2.231957574,0.192955233,2.57E-09,358.2277135,0.019896116,-0.038595126,12.07105422,0.323210284
0.845613717,0.810863294,4.412566024,4.022306786,0.902806376,1.72E-09,442.0482813,0.035947353,-0.021460614,224.0088908,6.522700539
2.095997922,1.035679523,0.825224055,1.222763119,0.79182925,2.54E-08,430.271681,0.03162532,-0.026841926,40.72794407,0.132440417
2.977985207,0.661226701,4.441485746,4.892428306,0.924993186,5.53E-09,388.1555305,0.033422756,-0.024934597,45.88671297,2.130362148
2.314434903,1.935733849,2.859286925,1.917796439,0.211620885,4.32E-09,379.5709352,0.043453721,-0.014879721,148.5589481,0.898434262
4.251398047,2.055073698,2.337200483,2.430156685,0.242166641,2.20E-08,373.0102539,0.03606743,-0.022418589,39.74403567,0.398937539
4.166019521,1.764355746,1.89356254,1.736352646,0.065180464,4.64E-09,356.6936643,0.032015503,-0.026502823,35.92998344,0.249352312
3.25323959,2.542755333,1.837027212,3.107136278,0.702231632,1.40E-08,317.1393326,0.025866535,-0.032490254,14.55537752,0.482030962
2.180560753,2.652522053,1.876111621,0.763829152,0.629685224,3.97E-09,353.6409371,0.039594195,-0.018579958,152.9044441,0.369600559
1.649013682,2.039060992,4.481613864,1.173548775,0.210258894,3.69E-08,364.2402697,0.03974455,-0.018369127,194.5391078,2.672922149
0.976434432,0.531891199,3.757078536,3.856089665,0.762030469,4.21E-09,409.5368013,0.032895507,-0.024988613,145.593523,4.408092815
2.097039576,2.238074139,3.513753535,1.339252625,0.319275956,1.17E-08,454.7577018,0.036715178,-0.021524492,137.124421,1.33710126
2.359276327,1.544998042,4.09437117,1.559815032,0.171496012,1.11E-09,379.140429,0.038082951,-0.020268199,130.9549095,1.61888946
3.541203163,1.913893708,1.657015984,4.068420061,0.430306399,3.83E-08,488.9513812,0.028232302,-0.030225934,8.77936257,0.575057055
3.461719209,2.122701505,3.281192654,0.919855303,0.131872864,1.74E-08,465.4699927,0.050072346,-0.008374634,149.98014,0.69221189
0.815486628,1.375591536,2.570298075,2.468632202,0.286919291,2.42E-09,496.9603696,0.033637332,-0.024195035,194.0227647,2.369154986
2.278666919,2.792746263,4.020987358,0.603785241,0.384200023,2.70E-09,475.2406082,0.038936668,-0.019249975,99.28179151,1.533124861
1.318004902,0.834937167,1.891652497,2.060633297,0.816677757,3.35E-09,423.3451899,0.032899225,-0.025379819,101.6922487,0.86495108
1.205657174,2.178779518,3.394303776,3.645416312,0.763293867,1.42E-08,419.6958576,0.030380009,-0.027294382,96.11168666,2.980226495
4.222859674,0.51089895,4.469955853,0.905464759,0.448478857,1.25E-08,325.9052254,0.042889957,-0.015659404,79.89126295,1.041024429
0.688618475,2.811627764,2.309677143,4.497505821,0.702117552,3.53E-09,444.4798498,0.028513236,-0.028222795,67.37231272,4.112247587
2.386322942,0.781260333,0.799799393,4.592745693,0.561784673,2.44E-08,420.0413715,0.022122449,-0.036350999,1.659049097,0.828315258
1.256916451,0.737210575,2.822228701,0.972456688,0.35675767,6.00E-08,401.3864207,0.040924283,-0.017390638,284.0122768,1.427853414
4.456985971,1.332519083,2.056876195,4.958295964,0.703286909,1.22E-09,438.6573745,0.023818758,-0.034682378,5.1230655,0.686637465
3.00668231,1.433915715,3.525014212,1.83888299,0.665149239,6.83E-09,388.8095686,0.041532489,-0.016862682,116.2515489,0.98979491
1.541212864,1.035750181,4.779648161,0.87845752,0.607184998,1.54E-08,404.7719325,0.045348181,-0.012796485,231.0886126,3.218460224
2.760922792,1.962804152,2.685237431,0.522802015,0.606159969,1.49E-08,379.670461,0.04277252,-0.015580183,118.9062793,0.571381216
3.791688619,1.607285245,2.597856036,2.338353031,0.664683793,1.09E-09,443.4741787,0.035808815,-0.022664797,50.24087139,0.51053926
4.81153104,0.585438973,3.445631601,3.334144936,0.396090961,2.64E-09,475.3221941,0.036108908,-0.022454322,37.73061022,0.736510152
1.492007019,1.299130156,0.965738766,1.994806625,0.832168234,1.33E-09,468.1689878,-0.004969892,-0.004971019,0.860715535,0.376857042
4.487817975,2.526082284,1.64077785,4.265228145,0.196077061,1.37E-08,457.2050544,0.035567519,-0.022907151,9.963864327,0.483126415
4.704368514,2.224253837,4.635406965,3.72472824,0.845496917,1.95E-08,302.7575409,0.039402094,-0.018983221,53.61911187,1.242786941
4.62389245,2.312177134,3.51474176,2.075726894,0.358053659,2.09E-09,482.3760928,0.043869657,-0.01460337,80.63841951,0.658388878
3.359364606,2.24529231,0.560498198,3.8043935,0.162528454,4.63E-09,354.9751441,0.03266277,-0.025803123,1.85456556,0.395636523
3.334192945,1.277432553,1.420814627,4.732194816,0.590024662,4.57E-09,477.5947886,0.024431625,-0.034046658,4.064177574,0.716578077
2.314447849,0.749159805,3.572767697,0.918931993,0.388388002,4.36E-08,339.3936206,0.03782894,-0.020633266,125.2105983,1.222561478
3.88579047,1.18116796,3.939796412,1.877467821,0.783949754,2.45E-09,387.9291503,0.046269148,-0.012178577,114.3393836,0.942640641
2.890823083,2.57946325,4.279368077,2.584966726,0.437706922,1.25E-08,449.8797589,0.035668163,-0.022607457,84.39087037,1.5624479
3.548471321,2.951176994,1.814795615,2.740955575,0.651706273,3.68E-08,428.0557891,0.031244284,-0.027114718,22.87313535,0.384421522
2.428060567,1.734617537,4.689628683,2.939880402,0.327432191,4.56E-08,383.1843876,0.036915871,-0.02137449,105.6970895,2.257090632
3.791734088,0.524250887,2.988261021,1.852821079,0.238507138,2.15E-08,435.7247713,0.036111065,-0.022455385,65.19811559,0.589316847
4.210121829,0.85011203,3.634425601,3.502668407,0.399244128,3.97E-09,409.789902,0.030300589,-0.028229639,30.47185048,0.933721035
1.158963155,1.305201438,3.185324883,3.402880266,0.596127051,4.43E-08,355.1472613,0.031510853,-0.026470323,108.1349408,2.737491018
4.24818372,1.946463371,1.052330246,3.100196778,0.641252065,3.05E-08,429.2658891,0.012624056,-0.045877424,1.063591081,0.253736493
2.931334393,0.687734115,4.834015967,1.011927748,0.570385999,2.56E-08,340.8494173,0.037138012,-0.021321795,87.74838192,1.751792497
4.300996591,2.858393247,1.05294011,2.64635551,0.939250147,1.36E-09,438.7976569,-1.64E-04,-1.64E-04,2.33E-04,0.194149621
2.440857679,1.412709183,1.646968804,2.103020994,0.671981168,1.22E-09,300.6221755,0.026475532,-0.031941337,29.68847616,0.397855584
2.205682184,2.781460545,4.161325461,2.709673114,0.888367665,2.46E-08,409.7545028,-0.009157553,-0.009158083,7.037027057,1.928060552
4.617773296,2.451304507,3.283686327,4.64839896,0.156139875,7.76E-08,380.2135255,0.030695381,-0.027751243,18.48706093,0.912431945
1.630261704,2.388593181,4.271671244,2.662391044,0.105235637,3.53E-08,360.6207548,0.035212049,-0.022829861,142.7052461,2.765627885
4.298955464,2.016798949,2.820812848,0.562913563,0.329895232,4.60E-08,403.1415934,0.039304717,-0.019200441,65.3822856,0.406451408
2.678092576,2.066959543,2.196469559,2.474765321,0.172930045,1.23E-08,429.0623265,0.029248161,-0.02912932,38.12029238,0.587552919
2.813429491,2.095008088,4.648304748,4.19291681,0.523281675,4.07E-09,493.0624532,0.037600303,-0.020675556,74.42107354,2.195607121
1.888107267,2.071803468,0.663135429,4.010274154,0.517083128,2.27E-08,466.612898,0.023768711,-0.034503433,2.188882587,0.790312057
3.078689903,1.884320578,4.352585992,2.810255331,0.56754245,2.65E-08,443.4299766,0.03450259,-0.023841343,71.86804464,1.54902257
1.963450383,2.966035046,1.538680033,1.623960558,0.720705093,2.24E-08,395.7933823,0.035788723,-0.022303721,83.48991583,0.37472748
0.676712364,2.330726419,4.319313475,2.592898983,0.92419673,7.82E-08,378.4288239,-0.012858955,-0.012860376,46.9188545,6.137934533
1.723993724,2.442365971,1.12638476,3.036659987,0.840432822,5.42E-09,306.5059309,-0.006685585,-0.0066873,0.860114405,0.633991363
0.528705695,2.681157038,3.110985337,4.999421472,0.156530516,1.20E-09,371.8193806,0.031636843,-0.024954314,142.8834634,7.799945064
4.902596542,1.039099407,4.496485636,3.398801406,0.35466232,6.56E-08,469.6754277,0.030951679,-0.027576606,33.11510477,1.098398883
4.845862444,0.709510398,2.630928411,3.624192185,0.280240723,2.09E-09,376.8049164,0.021969714,-0.036600949,9.359585016,0.546331416
2.278198839,1.707236091,3.859550032,2.711543646,0.209135622,2.48E-08,392.3169998,0.029694131,-0.028608424,68.55695418,1.687197227
3.777668845,1.785201739,4.12102228,2.095202979,0.540252389,5.58E-08,354.3668848,0.042475741,-0.015959613,97.49131151,1.071845641
2.056127443,2.57295445,3.814223939,4.158288426,0.547937962,4.17E-09,354.8265518,0.035749886,-0.022329112,76.82351273,2.244671873
3.519919207,1.609458948,4.663983816,2.72719546,0.254520345,4.58E-08,312.3743522,0.037309801,-0.021120543,76.83452818,1.517896091
4.124435194,1.927132564,2.510754037,4.976105585,0.690707525,4.61E-09,422.7607851,0.025511172,-0.03292391,8.763767555,0.853571256
4.760403101,1.817677346,1.279064476,2.557042584,0.709622869,3.88E-08,389.6138806,0.033887943,-0.024635025,13.21687589,0.194241957
2.300955241,0.595506959,0.715149787,0.806001276,0.068881995,1.38E-09,421.1921615,0.036103948,-0.022474178,67.63752241,0.07282476
4.024840923,2.038037241,1.609069413,3.571601617,0.406181933,2.04E-08,409.37738,0.033620929,-0.024862518,12.98168481,0.41550383
1.696678028,2.570108214,1.144388767,0.709886529,0.851126577,2.26E-08,459.7689175,0.044010192,-0.01399005,216.5125316,0.190856745
4.956495367,0.89375137,3.010769336,1.627257186,0.518286747,9.61E-09,450.2023825,0.041395505,-0.017176693,69.28159186,0.442922323
0.615963194,1.985829335,1.332254017,2.091822138,0.362865021,2.37E-08,454.2907706,0.03047663,-0.027034293,118.7054637,1.219357101
3.215879629,1.984026361,0.675201683,3.827676135,0.278308536,7.02E-08,399.8478014,0.032346231,-0.026123757,2.698399833,0.427694288
3.467776917,0.91046241,0.66195423,2.724061669,0.269019068,2.94E-08,370.7762703,0.03039985,-0.028171585,4.081803601,0.214185008
3.596205007,0.808658934,4.242062743,0.628906691,0.13979123,8.37E-08,486.6873181,0.03830753,-0.020223911,60.22588551,1.091923438
1.041744105,2.950129857,3.161524691,3.275824331,0.785503777,7.89E-09,310.8539547,0.029351842,-0.027919344,107.7009089,2.901170372
4.723384026,1.484297924,2.111383859,2.351463068,0.127991665,1.14E-08,330.5242616,0.034008877,-0.024536488,29.60230818,0.30656187
1.315324756,1.068554322,4.524026192,4.648255295,0.313065289,3.37E-09,383.9198184,0.028796768,-0.029211564,82.44093357,4.753896595
3.302390315,0.928311361,0.815884751,2.7480304,0.091108165,9.36E-08,422.7915305,0.036073154,-0.022474366,8.762794738,0.243276094
1.502042356,2.169004284,4.911449327,3.690388157,0.753247913,1.29E-09,301.640075,0.033459132,-0.024274072,126.6876654,4.197692817
1.882473877,2.023613243,3.273313056,1.484908215,0.085355314,5.21E-09,443.8645639,0.035620553,-0.022625548,140.680994,1.322744913
2.959063438,2.108880307,1.325589143,3.92438104,0.327470993,3.94E-09,411.7453086,0.030006807,-0.028407781,8.551013005,0.58157922
2.377370384,0.720015069,3.555810945,3.744298897,0.565967633,5.93E-09,396.9405517,0.030288036,-0.02812339,49.46035247,1.662682774
1.221015204,2.733836459,3.935215669,4.568367688,0.418605224,6.85E-08,384.6990078,0.030147502,-0.02746601,85.76111918,4.158950221
1.269213811,1.473165992,2.432042525,0.652197388,0.304043961,5.45E-09,403.8974063,0.043194287,-0.015012346,301.1797538,1.027134767
2.381651547,1.283423516,4.377346728,2.513753139,0.297670165,6.82E-08,332.3571469,0.04164063,-0.016708462,142.4489358,1.963615969
3.907773402,1.655903618,1.178295833,3.556199312,0.768011275,7.03E-09,321.7423479,0.020556281,-0.037928775,2.935716414,0.359083389
4.540840911,1.475165164,1.754769126,0.92823755,0.926580286,5.12E-08,357.9274958,-4.39E-05,-4.40E-05,8.56E-05,0.152716835
0.87857448,2.658942508,0.920715627,2.347718302,0.363236963,1.11E-08,441.9009584,0.023738624,-0.033987558,23.44127336,0.745786904
2.268967584,2.823152438,1.448950283,4.739659714,0.085230962,4.19E-09,417.6575768,0.031083843,-0.027165196,9.984533328,1.059264222
0.951105037,1.258633041,1.574279654,2.461705209,0.0829092,7.92E-09,396.0246035,0.032386686,-0.025742616,87.14742349,1.111782341
0.574666163,2.659839519,4.629349359,4.934321526,0.733292074,7.06E-09,414.3041932,0.032981764,-0.022939096,238.4748264,11.17904822
3.477734072,2.453807824,0.851493599,0.755775775,0.547132839,3.31E-09,411.8516026,0.036069784,-0.022370163,56.2520749,0.059331018
3.211022489,2.827019181,2.423368041,3.730233993,0.755233392,3.80E-09,361.4083851,0.026760121,-0.031527753,18.06016504,0.770712119
1.233586012,1.11437578,2.895794093,3.114573063,0.677747309,2.36E-09,319.4911894,0.03235091,-0.025738859,106.3903988,2.139759267
1.552157749,1.942397875,4.544118742,2.752428547,0.866755714,4.70E-09,479.3564737,-0.006229507,-0.006230439,4.788060657,3.228298149
0.606684891,1.186361462,4.989632984,4.868813307,0.847241862,1.77E-08,419.9822525,0.033812177,-0.0227964,259.0369051,11.86214211
4.257262426,2.560236226,3.890246517,1.083426802,0.759494656,5.93E-09,439.5495999,0.049226134,-0.009123984,117.8069563,0.790687081
4.886107682,0.513310476,4.868559458,4.531995283,0.477670244,2.66E-08,392.7994449,0.033314065,-0.025195579,32.74533433,1.417050688
1.109567916,1.912047907,4.041955096,3.61058185,0.327313767,9.42E-08,451.296116,0.038673516,-0.019089234,200.6302284,4.140508727
1.541638462,1.348008578,4.834411884,1.66548233,0.506324109,5.68E-09,416.8994528,0.039234524,-0.018856123,212.6665439,3.398018024
4.407842858,1.306709268,3.682718267,4.557511155,0.501864447,8.42E-09,310.7602244,0.024815711,-0.033673289,14.99083304,1.076758145
4.669087091,2.11226581,0.858935415,2.43182713,0.599247994,2.13E-09,478.0194071,0.025312848,-0.033208334,4.176307642,0.144702368
2.388323223,2.628711123,2.308640841,4.164022976,0.217487811,6.09E-09,361.1072294,0.036993096,-0.021260525,36.8125597,1.111074204
0.727801125,2.022988478,3.409687777,2.249764327,0.640057892,2.84E-08,327.5781555,0.040169371,-0.016961017,406.9444107,3.938754811
0.677263252,2.632932447,2.078233293,4.329188723,0.460940832,2.72E-09,317.6082015,0.025172314,-0.031869741,47.93401128,3.699563015
3.082774397,1.16149278,1.730227632,3.364831033,0.608184349,2.31E-09,444.0880628,0.019362913,-0.039120534,6.959855242,0.530397232
2.26802799,1.798754637,3.098296702,1.134709851,0.265644341,5.66E-09,440.7936734,0.042436626,-0.015917611,169.5237901,0.96007817
0.628935924,1.626341348,4.700758445,3.423484236,0.440955404,4.34E-08,440.032425,0.038177698,-0.018862719,399.7969542,8.912238754
3.124635765,0.529112249,0.657418431,1.361051432,0.239181093,1.77E-08,483.1505545,0.028048726,-0.030558816,13.04299071,0.081791421
0.550861415,1.892030358,3.961540416,2.353651826,0.837774641,8.23E-08,369.7886044,0.03708351,-0.019064109,481.34024,6.716272385
4.043173812,2.15381081,3.752272751,1.266330129,0.489164941,6.44E-08,412.2266113,0.042666087,-0.015770337,95.9089588,0.786194617
1.878947702,1.979786011,4.837790414,0.599072521,0.252483274,2.01E-09,423.8991166,0.039923468,-0.01826901,105.3546418,2.680905513
0.681161014,2.340699747,4.6882005,1.453489428,0.087087826,1.22E-09,495.8963657,0.03642772,-0.020820375,402.8530524,6.971281312
3.147584994,1.928348821,3.930046529,2.913674107,0.658164798,6.28E-09,362.4692287,0.042539571,-0.015808729,98.71259727,1.292386568
2.289579865,0.666875637,2.841839441,2.667024355,0.243180243,1.11E-08,491.26624,0.035149338,-0.023320889,77.18974522,1.033584702
4.88210186,0.79111381,1.41920399,2.75673693,0.940623973,1.07E-08,329.7468666,-0.013330762,-0.013331351,2.087110236,0.219213445
2.948893981,1.991186444,2.953560732,1.614590953,0.530330336,1.85E-09,452.8002912,0.043629927,-0.014747294,128.8334028,0.714646245
1.738576315,1.18744798,3.944083973,3.583225403,0.310079297,1.78E-09,426.57718,0.034388733,-0.023832948,99.96527573,2.564633705
3.692474891,0.699112823,4.530511457,3.669184791,0.64190969,1.24E-09,463.3792075,0.036915605,-0.021563436,59.59925403,1.520386834
1.721714011,1.574006859,4.053704041,2.110855215,0.297697931,5.03E-08,305.7371147,0.037857332,-0.020337604,168.4440532,2.270607266
4.569094811,1.885806495,1.378701208,4.465265398,0.788246865,7.86E-08,315.6262086,0.02406098,-0.034421457,3.027355029,0.470536052
2.186248867,1.321864971,3.198588414,3.398104475,0.327412446,1.70E-09,313.9391559,0.029688219,-0.028652102,51.17984548,1.468418082
