LHT (mm),HIC (mm),w_p (mm),w_n (mm),FF,rho_c,Th (K),"Electric potential (V), Voc","Electric potential (V), Vn",PDmax,flux (W),A,Qin_per_A,efficiency,V_diff
4.928496436,1.525059467,1.973962719,2.679656681,0.741170747,8.66e-09,346.5771023,0.019410358,-0.03912008,7.322506792,0.298343423,1.1077088744029807e-05,26933.378425879044,0.00027187479699777064,0.058530438000000004
3.505639995,1.704987294,4.654147495,3.082382483,0.123372258,5.28e-08,395.654413,0.040253624,-0.018162537,84.50415663,1.569343192,3.116217067672002e-05,50360.522323061145,0.0016779841179547052,0.058416161
3.35602073,0.676151694,1.712106132,1.163224704,0.259311687,2.73e-09,413.0799036,0.03611815,-0.022464681,70.36397181,0.224512428,4.284399119227889e-06,52402.31401234636,0.0013427645922930377,0.058582831
4.468674912,1.311266623,3.516186591,2.345403575,0.500609367,1.72e-08,487.1451097,0.03168767,-0.026830334,41.0786133,0.706083839,1.786448607235098e-05,39524.44174102563,0.001039321783952262,0.058518004
2.423703596,2.862806122,2.585801662,4.136957737,0.408072216,2.23e-09,432.2986041,0.037405426,-0.020807356,44.25991032,1.2062285,2.3800789552926124e-05,50680.1884583574,0.0008733177927380287,0.058212782
1.230050326,1.206668401,3.260256926,3.965717854,0.805946735,1.41e-09,457.2597632,0.0244943,-0.033433328,53.38432299,2.955387016,2.6356193321065332e-05,112132.54433210925,0.00047608233013859616,0.057927627999999995
0.55673384,1.652171838,1.726390261,1.503398637,0.128606373,7.13e-09,416.3756696,0.034482024,-0.023078791,324.7936827,1.477550831,5.240630795009106e-06,281941.4091157003,0.0011519899957892117,0.057560815
3.018900576,2.178261059,1.733782359,3.272805867,0.425247815,2.75e-09,466.7160638,0.028244047,-0.030158704,15.84090025,0.523983822,1.3717259511449228e-05,38198.87066820107,0.00041469551253479534,0.058402751
2.8732983,0.905458431,1.010995447,1.59555361,0.388130697,5.28e-09,352.7327226,0.023793535,-0.034757758,15.40932936,0.154394119,3.5679031162387617e-06,43273.06935474199,0.0003560951323715474,0.058551293000000004
3.737091301,1.716105968,1.01322634,4.947112201,0.364866248,3.31e-09,341.9755343,0.031707526,-0.026782523,2.976007362,0.630383674,2.5500546745352863e-05,24720.398362238215,0.00012038670730104482,0.058490049
4.506161239,2.346347599,2.064522837,4.784557452,0.326923019,1.53e-09,485.2640098,0.032547763,-0.025921419,10.11155456,0.647425081,2.7154244555983257e-05,23842.500190539977,0.00042409791251724413,0.058469182
0.857329631,2.667138033,3.932849651,3.034691242,0.239067461,1.32e-08,438.6961753,0.034487778,-0.022853386,230.4226847,4.700979546,2.4676657311642327e-05,190503.09313093638,0.001209548259364094,0.057341164
3.791734207,2.065648187,3.235870254,3.645061574,0.205619723,1.13e-09,434.3051154,0.029080481,-0.029350903,26.61435143,0.90176054,2.3757330178973382e-05,37957.149781001506,0.0007011683328056719,0.058431384
1.343353748,2.172633788,0.961630521,4.10643672,0.626365505,8.57e-08,393.4590477,0.018745691,-0.039274872,3.735697283,1.234618229,1.7787555794283085e-05,69409.09944450074,5.382143426291029e-05,0.058020563
4.361796739,0.815708681,4.335064362,3.74449289,0.877455357,4.82e-09,375.3394519,0.030630172,-0.027853323,33.05951391,1.212755363,3.2814010025943015e-05,36958.46262133723,0.0008945045752772668,0.058483494999999996
4.185785812,2.864441243,3.206154321,3.64922911,0.507966481,2.46e-08,411.1382389,0.033737251,-0.024654697,32.1114834,0.806915193,2.359629862733836e-05,34196.685070984764,0.0009390232805707235,0.058391948
2.933571897,0.831435194,4.823850096,4.813493036,0.318177097,4.18e-08,324.1132699,0.035823627,-0.022573954,59.03093796,2.40108182,4.6439244956299704e-05,51703.722191423825,0.00114171544055278,0.058397581
3.696092594,2.436682343,3.515834603,3.184052478,0.193244178,3.62e-09,390.9425122,0.037060186,-0.021335912,54.82963977,0.960230573,2.2499283138310106e-05,42678.27410754216,0.0012847201747624194,0.058396098
1.914575509,1.162040804,1.288286887,3.363362023,0.797129029,3.14e-08,391.0735409,0.022898569,-0.035446596,9.60975662,0.701328102,1.2971887200974804e-05,54065.23284810069,0.0001777437386980123,0.058345165
4.19736604,2.299898848,3.418239189,3.514508905,0.364239861,3.04e-09,426.9371229,0.035564833,-0.022869653,39.5724153,0.857606984,2.4036131996539677e-05,35679.90823662742,0.0011090952094819767,0.058434485999999994
2.566693387,2.384534282,0.627191155,3.798196799,0.311855383,9.66e-08,491.4636732,0.032434683,-0.025944679,2.990231578,0.522197603,1.4819667668844079e-05,35236.79576822325,8.486105256757223e-05,0.058379362
2.110092194,1.047647933,0.567096189,1.553759088,0.591343658,1.1e-09,430.4338254,0.028008162,-0.030485598,11.98893128,0.132749087,2.7357653911209157e-06,48523.56398353631,0.00024707441695889765,0.05849376
2.723956013,1.607599942,1.082313503,2.170701159,0.747796083,2.72e-09,476.7450304,0.025999791,-0.032435306,13.52651491,0.243657136,5.883346040460075e-06,41414.721201907436,0.00032661127534952495,0.058435097
4.227121636,2.044532986,1.632489958,1.162856056,0.459862523,3.63e-08,411.2607723,0.03607495,-0.022428002,54.22932412,0.164238587,4.017257669946717e-06,40883.259301158636,0.0013264432691271054,0.058502952
2.008436213,2.424934046,2.432971056,2.775944491,0.617065835,2.44e-09,425.3855765,0.035197033,-0.022964586,72.64445255,0.965485653,1.3625215976447005e-05,70860.20909092158,0.0010251797656536553,0.058161619
1.281927169,0.75989844,2.693482132,2.550773303,0.694894161,2.49e-08,313.9673906,0.029745357,-0.028489826,97.99772588,1.658553282,1.3761290438700797e-05,120523.09261169724,0.0008131033128707563,0.058235182999999996
4.216901957,2.725551676,3.530262106,3.250438938,0.198533597,8.29e-08,415.934087,0.029575534,-0.028835006,30.17797037,0.855923628,2.302810382672612e-05,37168.65419924961,0.0008119199099387692,0.05841054
1.579433507,2.556900608,1.825088445,2.003066018,0.40294099,8.75e-08,459.762104,0.024941237,-0.033155096,48.37475769,0.671635021,7.343221304538895e-06,91463.26838670352,0.0005288981964374289,0.058096333
1.138873954,1.795809808,0.561469475,4.241953991,0.700880128,6.66e-09,408.635575,0.026979953,-0.031019237,3.025216091,1.426899717,1.83094216331176e-05,77932.53908245038,3.881839507114491e-05,0.057999190000000006
2.065736352,1.654516204,0.849415619,3.267882349,0.56517294,2.73e-09,476.4582078,0.023968864,-0.034393378,4.834077789,0.525301078,1.1400561940706913e-05,46076.770665519296,0.00010491355446959509,0.058362242
2.526579405,1.286085265,2.26262649,3.636465492,0.488001755,1.07e-08,494.4663357,0.017769637,-0.040645286,9.521902941,0.893720768,1.8343359907756525e-05,48721.75939927388,0.00019543429995965848,0.05841492300000001
3.869718516,1.952421467,1.19288458,1.824938501,0.678267832,1.99e-08,329.527037,0.030205202,-0.028281186,19.25976249,0.154579874,4.753374153633903e-06,32520.030825224512,0.0005922430576253008,0.058486388
3.430164132,2.324722794,2.195688228,2.968872763,0.406178465,8.24e-09,378.9655503,0.029828294,-0.028589185,24.96546099,0.527293631,1.363525227746103e-05,38671.35130837384,0.0006455802589084601,0.058417479
3.294178554,1.527332262,3.32682172,3.35316638,0.163498983,1.36e-08,432.996205,0.03349334,-0.024947958,45.53229046,1.023247095,2.231146752862606e-05,45861.93596127882,0.0009928122201043337,0.058441298
2.08568726,2.073047983,2.962568425,3.150926041,0.490004045,6.8e-09,361.0977511,0.037530166,-0.020695044,85.68633673,1.317810534,1.8705146588658917e-05,70451.76191236048,0.0012162412181627308,0.05822521
4.286513989,2.248282303,1.540291474,4.618371701,0.519724284,1.12e-08,353.4064675,0.023221373,-0.035243186,3.455581596,0.553435788,2.3701854993474727e-05,23349.893421943747,0.00014799132199689254,0.058464559
2.620792253,2.277804543,2.047201211,4.54222699,0.231711938,8.04e-08,462.7477121,0.02885943,-0.029468803,14.69360624,1.029644479,2.4822858827004322e-05,41479.689594812866,0.0003542361667488821,0.05832823299999999
3.353639622,2.649369514,4.373847626,3.503426027,0.254728082,3.21e-09,454.7606662,0.034842946,-0.023484343,58.85377631,1.546398151,3.140453698212684e-05,49241.233898149694,0.0011952132725132933,0.058327289000000004
1.068191337,1.645633287,3.889460474,4.873613586,0.418304835,3.29e-08,404.7353246,0.034690541,-0.023037047,118.7748943,4.932295489,3.8880012164452084e-05,126859.41218685081,0.0009362718323576721,0.057727587999999996
3.542799029,1.156040204,2.990300121,4.246151,0.189436718,4.73e-09,388.5022464,0.029315975,-0.029170531,21.89373779,0.989953622,2.6971693128453616e-05,36703.428935117714,0.000596503880569375,0.058486506
1.962968069,1.104411269,2.130318492,1.718744632,0.532216982,4.29e-08,407.9295441,0.03994018,-0.018468197,131.6565668,0.629959937,7.492339987385967e-06,84080.53265876809,0.0015658388765722286,0.058408377
3.588472385,1.707535282,2.142730749,2.423460513,0.326873847,1.3e-09,392.5679404,0.009487927,-0.048995543,2.983412142,0.419366614,1.0464455920780323e-05,40075.33857228273,7.444508888225375e-05,0.05848347
0.813385167,2.717078849,4.457377896,1.57276599,0.490345268,4.62e-09,400.5776114,0.039906137,-0.017104104,416.7571473,5.337458193,2.2341810567050063e-05,238899.9842685865,0.0017444837787492493,0.057010241
1.286966467,1.445868954,0.676596092,0.518887224,0.252155225,1.54e-09,340.6906101,0.036014701,-0.022325742,169.2903567,0.094732527,7.270262229400986e-07,130301.38942843226,0.0012992214238281958,0.058340443000000006
4.350817665,2.374314367,4.9459219,1.346219389,0.098397615,1.48e-09,480.7483899,0.039228314,-0.019215642,72.59684878,1.249187916,2.627445008421914e-05,47543.827254077616,0.0015269458302554662,0.058443956000000005
1.522308007,0.742046827,3.489689349,0.518272638,0.751303986,2.07e-08,450.9070003,0.043555072,-0.014703347,184.3355327,1.736046689,1.244653827982352e-05,139480.2835913196,0.0013215884564739436,0.058258419
4.266685064,1.690141755,3.565119646,3.739273076,0.626977656,5.9e-09,436.1954845,0.043384847,-0.015083788,56.80343066,0.92976905,2.6692241227193665e-05,34832.93298926,0.0016307392397164526,0.058468635
1.756742398,2.979215351,0.670990268,2.41490434,0.35666542,5.53e-08,489.9849942,0.02852482,-0.029660483,9.115197393,0.343154116,6.281990911101547e-06,54625.05770162407,0.00016686842589328733,0.058185303
3.392968595,2.426094507,3.224881737,1.906586272,0.092744802,1.08e-08,356.8788664,0.036042917,-0.022344008,73.99615076,0.75400948,1.4034933430214993e-05,53723.76604058105,0.0013773448180104482,0.058386925
3.623677581,1.026321221,2.68150127,3.92774401,0.829017556,3.9e-09,316.2318822,0.023698194,-0.034769463,13.43354702,0.800527076,2.2617622069102495e-05,35393.95403965056,0.00037954355156111935,0.058467657
2.806946389,1.753603684,0.976005081,4.246190486,0.202815504,2.77e-08,465.2277321,0.033490222,-0.024947873,5.508263125,0.632910805,1.898271956153473e-05,33341.418912519075,0.00016520781972274585,0.058438094999999995
1.456899694,1.523902318,4.506415053,3.389061131,0.480735841,3.97e-08,415.6864876,0.03722244,-0.020793706,161.4403068,3.661537451,3.179351197955998e-05,115166.18401119068,0.0014018030395477276,0.058016146000000005
0.649352096,2.450210059,2.974947871,2.576880313,0.356348039,1.94e-08,311.7618776,0.036032169,-0.021065213,305.4950101,3.713676183,1.549062698269441e-05,239736.98334798132,0.001274292375893335,0.057097382
1.867758806,2.428062038,2.360374588,1.873689357,0.717583529,2.16e-09,456.093608,0.038214979,-0.019876744,128.1728928,0.80199002,9.082080002211241e-06,88304.66366787531,0.0014514849779856927,0.058091723
3.439232557,1.070250945,0.827069701,1.500431941,0.839155465,2.19e-08,314.7498098,0.032513159,-0.026029264,19.58979384,0.100211587,2.935340299885257e-06,34139.68288580282,0.0005738129995386256,0.058542422999999996
4.722371683,2.805558295,3.713546873,1.458166777,0.383642207,6.07e-09,408.0027973,0.039590405,-0.018855084,70.75919868,0.669492538,1.5916680727514645e-05,42062.32125035153,0.001682246642044479,0.058445489
4.42042017,1.981420457,3.662828705,2.341352186,0.416609377,8.44e-09,355.5064948,0.021428289,-0.037047496,19.4097643,0.763994981,1.8898244181058952e-05,40426.770533832205,0.00048012156409467404,0.058475785
3.947291494,1.449810727,3.263196231,4.963038599,0.439842397,6.97e-08,483.0053561,0.040490804,-0.017973005,34.18946424,1.127507124,3.5280201777176484e-05,31958.63592620971,0.0010698036148645742,0.058463809
3.492432066,2.012678134,2.45202981,1.387426538,0.673307592,1.67e-08,479.6926697,0.043063622,-0.015350815,104.6863036,0.419657976,7.937402587475301e-06,52870.94504469165,0.0019800346581947603,0.058414437
1.671290859,1.89972633,3.169719918,1.347768421,0.272881505,5.33e-09,359.8162171,0.0363329,-0.021868272,167.0008804,1.382288278,1.186360407521076e-05,116515.03786175058,0.0014332989411903444,0.058201172
4.582377638,1.716012589,1.550279533,3.727037685,0.216499728,1.55e-09,377.4725168,0.017555427,-0.040972688,2.719068299,0.378055785,1.6294176535848853e-05,23201.89573055371,0.00011719164375949506,0.058528115
3.518295404,1.76233201,4.735665789,2.086181274,0.257330897,8.07e-09,489.4238376,0.039563333,-0.01886148,93.58684524,1.482764858,2.677868277309325e-05,55371.090152718636,0.0016901752337163446,0.058424813
3.021982839,0.941029776,3.149575381,2.557673621,0.2872075,1.56e-08,340.2628902,0.033295462,-0.025198336,59.10553402,0.898774231,1.646151943216055e-05,54598.49770878879,0.00108254872387241,0.058493798
0.999452611,2.531832261,1.900366,1.168808587,0.257165142,6.53e-09,415.7002303,0.0371805,-0.020647469,263.0696204,0.883761536,4.977504447000937e-06,177551.12936814895,0.0014816555734462836,0.057827969
2.511749947,1.8544008,2.523559329,2.322486675,0.642655802,6.04e-09,377.7020657,0.034425197,-0.023912658,68.75263561,0.733173092,1.1762296042535486e-05,62332.48077999888,0.0011029985450548795,0.058337854999999994
2.57161222,0.827699654,4.12558155,0.964399154,0.15434016,4.37e-08,454.833377,0.036140857,-0.022322611,99.35365204,1.460364681,1.7950488853936317e-05,81355.14820142406,0.001221233741643665,0.058463468
4.390536243,2.415392754,1.227272273,2.898694795,0.398622641,1.15e-09,325.8592742,0.027408271,-0.031083852,7.128736116,0.24109099,9.90862874663468e-06,24331.41821787228,0.000292984817085742,0.058492123
2.959916991,2.831109946,1.817760301,0.940722644,0.612548216,3.9e-09,387.4429938,0.048431811,-0.00986886,161.0106122,0.266262038,4.189211604825962e-06,63558.98510671238,0.00253324706065824,0.058300671
2.21180247,2.868267248,3.557786102,4.057287715,0.311773977,4.2e-08,439.7865254,0.032501465,-0.025624976,56.1977314,1.872323095,2.9119425549874277e-05,64298.07798897612,0.0008740188378513442,0.058126441
4.895601478,1.422544331,1.919701429,3.049707729,0.108746946,6.94e-08,381.403247,0.035789895,-0.022765712,20.26232259,0.328927746,1.298597080882698e-05,25329.469074150184,0.0007999505449831388,0.058555607
0.99824267,0.838792184,4.066257568,3.757855432,0.123641531,6.68e-09,311.7063479,0.034285639,-0.023730522,168.5366151,4.769994913,3.0655928057129176e-05,155597.79838049025,0.0010831555256834025,0.058016161
2.401467927,1.795999067,1.087040692,2.38332374,0.163370099,5.99e-08,441.0224523,0.036009023,-0.022399637,25.46808414,0.312307569,6.861889515711425e-06,45513.348515000194,0.0005595739485440471,0.05840866
0.689111038,0.781523073,3.932087767,2.21671082,0.802258722,2.5e-09,400.6396655,0.039764777,-0.017555662,452.1151664,5.351748857,2.0375121066896116e-05,262660.95987498685,0.001721288030833298,0.057320439
3.829568543,2.834968546,0.807582717,0.941940001,0.642077155,2.77e-09,302.2617373,0.036021957,-0.02240143,38.95697411,0.056952257,1.5394408102809816e-06,36995.41847900275,0.0010530215824456899,0.058423387
4.631344485,0.958949068,0.556666757,2.857350232,0.10807017,4.92e-08,422.531179,0.016020384,-0.042578385,0.55685324,0.168456589,8.47432822665935e-06,19878.459329679157,2.801289731586999e-05,0.058598769
1.760167983,1.13191465,4.542005835,2.815259742,0.401961991,6.4e-08,483.9762045,0.037969064,-0.020253906,155.0513587,2.907835442,2.8555504420099955e-05,101830.99549637799,0.0015226342229514491,0.05822297
4.362537546,1.516591317,3.116026476,2.6064592,0.300726656,2.79e-09,322.2051896,0.040070941,-0.018442944,58.00933308,0.617411305,1.6503250560397616e-05,37411.49676789035,0.0015505750395367346,0.058513885
1.814982037,1.457911171,2.083221037,3.832332641,0.5702361,1.31e-09,418.134247,0.025524591,-0.032740411,22.38861718,1.218471156,1.9026583360273387e-05,64040.46028274896,0.00034960112842959975,0.058265001999999996
4.598465727,2.486657231,1.546675866,4.2462698,0.520525355,1.52e-09,445.7337764,0.028502423,-0.029966736,5.676609698,0.454317211,2.0423013448858893e-05,22245.356305407728,0.00025518178356262363,0.058469159
3.892828566,1.640792051,3.275986025,3.878553537,0.483011621,3.33e-09,314.154734,0.026949308,-0.031513314,21.07793235,0.932910782,2.577526197537051e-05,36194.03685950663,0.0005823592552501843,0.058462622000000006
4.122080496,0.92692065,2.790509826,1.147395843,0.333061133,3.33e-08,304.5230916,0.036137125,-0.022424699,67.31050271,0.436992582,9.103462309536232e-06,48002.89902252171,0.0014022174510422726,0.058561824
0.5810295,1.168024739,4.96218999,3.299267792,0.174019795,1.05e-08,392.8391733,0.037541906,-0.01971598,435.4064971,10.47898947,3.550849746018475e-05,295112.1624267533,0.0014753932657996353,0.057257886
4.832646607,1.772783463,4.92447194,0.861453976,0.718138745,8.15e-09,458.2373374,0.048999734,-0.009440566,83.3680586,1.097611129,2.4992526840613575e-05,43917.57328099975,0.0018982847268582547,0.0584403
3.770019464,0.868634794,3.357610548,3.625800293,0.841871092,1.47e-08,332.143882,0.045000625,-0.013487874,67.12723161,0.951277385,2.4419976356759745e-05,38954.88558639308,0.001723204435066997,0.058488499
1.871379929,2.029139189,2.492917277,2.218275935,0.899735818,6.03e-08,467.3274544,0.041982169,-0.016124978,141.2656559,0.940389547,1.1135384673765219e-05,84450.56677885068,0.0016727614898065762,0.058107147
4.232275992,1.914368266,2.710134361,1.096245303,0.102757074,1.52e-09,431.3154511,0.036093182,-0.022415407,65.4459254,0.399925346,8.54658201902244e-06,46793.60065928947,0.0013986084523933224,0.058508589
1.766845393,2.286755791,3.571155798,4.379228856,0.71591784,2.45e-08,366.4346576,0.029906979,-0.028071809,54.88464941,2.483950855,3.193079910681208e-05,77791.69092169937,0.0007055335699701364,0.057978788
4.427392278,2.844261538,0.957085449,3.263037526,0.703853113,7.14e-08,403.1651597,0.027826742,-0.030620513,3.803967534,0.25430259,1.1563426452771734e-05,21991.975392297678,0.0001729707070940192,0.058447255000000004
1.006611757,2.780636403,1.977584332,2.096262356,0.902398653,2.67e-09,493.1149959,0.028899589,-0.028483808,105.6831023,1.194394677,8.305155655354556e-06,143813.64137708145,0.0007348614588159782,0.057383397
3.666586899,2.865189045,0.838725085,0.638272308,0.277623135,4.74e-08,343.2873941,0.036054541,-0.022404315,59.86975765,0.051105441,1.110851307367904e-06,46005.65409702879,0.0013013565142173818,0.058458856000000003
2.933143145,1.111788993,0.830123418,2.917896166,0.717961134,2.49e-08,399.9070795,0.021217317,-0.037285087,3.155582123,0.304032431,9.2032229246695e-06,33035.43046697613,9.55211443711768e-05,0.058502404
0.934405116,0.828913267,1.381276589,4.654516453,0.09916366,1.07e-09,424.8973112,0.03331993,-0.024824387,26.3676675,2.450173934,2.3572448426567177e-05,103942.27573061723,0.00025367606505302963,0.058144317
1.588522227,1.255691751,2.683639646,3.183709247,0.618121149,2.91e-09,327.6029211,0.030704118,-0.027521392,66.88260299,1.529584143,1.733792631901631e-05,88221.86199524597,0.0007581182427730227,0.058225509999999994
0.555818163,2.737712932,4.031484445,4.872427721,0.365763042,1.63e-08,308.7044177,0.035411096,-0.020983199,247.0057029,9.630610073,3.999341872664621e-05,240804.87189217116,0.0010257504383491271,0.056394295000000004
2.609455845,2.930133687,2.68473151,1.114030032,0.742018496,1.01e-08,302.6919906,0.038997069,-0.019147356,123.7139679,0.634034063,8.448846192984802e-06,75043.86380313653,0.0016485554131986106,0.058144425
1.855693673,2.648312378,2.009644748,3.057372971,0.826973858,1.14e-08,364.9385713,0.028535644,-0.029498713,36.11566998,0.902536105,1.3386201496965348e-05,67422.86863115014,0.0005356590532743092,0.058034356999999995
3.192608679,0.775044303,0.870588457,4.091562716,0.378338938,2.91e-09,314.7894589,0.014992852,-0.043552339,0.837912793,0.508961636,1.749880972042294e-05,29085.500335830762,2.880860852745124e-05,0.058545191
1.837570135,2.868569995,2.976329854,2.86493329,0.523027483,2.24e-08,460.7539905,0.030064271,-0.027961492,68.79372168,1.417207876,1.7066382155961883e-05,83040.90832191518,0.0008284317099870255,0.058025763
1.849636002,1.558395068,1.720708639,0.909798602,0.155663656,3.41e-09,499.4639054,0.036056602,-0.022321567,141.7883768,0.383688643,3.788571716530386e-06,101275.27514548044,0.001400029539256478,0.058378169
3.844369394,0.523275727,3.267203801,3.122987007,0.425216269,6.01e-09,312.2607643,0.036092013,-0.022451254,47.71386915,0.822986922,2.0427668523159668e-05,40287.85375418378,0.001184323926539399,0.058543266999999996
0.716642762,1.605984352,4.897344826,3.252820576,0.374720354,5.47e-09,386.5452552,0.040646611,-0.016620143,419.405254,8.271650979,3.456482804439794e-05,239308.32140623423,0.0017525727961964388,0.057266754
4.563027478,0.615172924,1.000914447,3.779191618,0.214811114,2.21e-08,305.1464246,0.036089265,-0.022505391,5.138186184,0.320946392,1.5284119015774773e-05,20998.684429815716,0.00024469086152389464,0.058594656
3.505121075,1.346385069,2.628925421,3.968477097,0.183279054,2.58e-09,364.5845122,0.036421091,-0.02206057,31.46259377,0.818364889,2.2660059338593575e-05,36114.860811780774,0.0008711813658641268,0.058481661000000004
3.169497065,1.683587334,4.858762169,3.485499771,0.622165422,2.52e-09,378.7396426,0.033629577,-0.024718414,62.52355668,1.939041924,3.575627846854664e-05,54229.41108666265,0.0011529455221278853,0.058347991
0.85536123,2.154753941,2.001716818,3.992584877,0.76391573,1.64e-08,399.2555318,0.023812407,-0.033586241,36.43440233,2.590999355,1.994760421951315e-05,129890.25280867724,0.00028050143518980065,0.057398648000000003
1.577795765,1.585122171,4.964173132,4.790421425,0.20852702,2.91e-08,349.1166737,0.033934635,-0.024099395,101.0731717,4.602663609,4.759115231356972e-05,96712.5901611682,0.0010450880441891283,0.05803403
4.075602254,2.548569634,0.962747672,0.855261342,0.785688268,2.09e-08,300.0250278,0.036025625,-0.022407679,47.84879914,0.064762366,1.6583550430610606e-06,39052.17177164845,0.0012252532181766605,0.058433304
0.6560162,2.763955344,0.738378077,2.90991505,0.298908331,8.92e-09,479.8668913,0.026210148,-0.031174069,17.39547344,1.281680448,9.012807782810721e-06,142206.5663537647,0.00012232538824350484,0.057384217
4.979468823,1.829832444,4.672691916,1.514272524,0.688178013,8.28e-08,492.8497682,0.042277422,-0.016173092,76.20200073,0.987749388,2.412707101879308e-05,40939.465351207415,0.0018613335586160162,0.058450514
4.350632422,1.211279899,0.907634109,2.776148076,0.756740805,2.17e-09,326.1688208,0.03525382,-0.023302556,7.571435377,0.195654603,8.530797815698725e-06,22935.088514224117,0.00033012453264805457,0.05855637599999999
2.846505601,0.617652995,1.01042342,3.227402033,0.126529208,2.17e-08,420.9756962,0.036064849,-0.022474058,11.19512486,0.397089179,1.1437079370297031e-05,34719.456440187954,0.00032244528019285414,0.058538907
0.786384092,2.171366738,0.64928371,0.543975041,0.574488602,6.7e-08,499.8821176,0.038547323,-0.019178203,297.6000571,0.146114366,7.174781813023158e-07,203649.90853768334,0.0014613316511503964,0.057725526
4.241180815,2.656926944,0.970284032,4.010929575,0.789027914,2.49e-08,327.6929192,0.032853092,-0.025581413,3.864874826,0.378499238,1.7029007158363853e-05,22226.73550372541,0.00017388405172465434,0.058434505
3.195403287,0.907256636,1.442389176,4.189469591,0.825431317,2.73e-09,384.788617,0.023437656,-0.0350432,4.998952554,0.61990203,1.9632141988955666e-05,31575.873399282387,0.00015831557502107317,0.058480856
1.017198487,2.531034144,4.865344785,4.844798711,0.075768534,4.28e-09,456.0847338,0.033413686,-0.024080887,143.5648885,6.893087773,4.714365442703395e-05,146214.54057340205,0.0009818783271279925,0.05749457299999999
4.593320687,2.785851107,4.003488615,3.175486531,0.08900486,1.68e-08,437.9565502,0.036304721,-0.022123237,46.90725456,0.94434938,2.6111635798997033e-05,36165.84526796568,0.0012970042373528776,0.058427958
3.511401183,1.163212723,3.992627317,2.419814181,0.603066812,1.68e-08,316.0746676,0.045591075,-0.012871532,113.4095543,1.126513622,2.1796573563023322e-05,51683.06012606807,0.0021943273874140846,0.058462607
4.231790597,2.759882663,2.907831874,2.006725332,0.674048775,2.82e-08,347.3040285,0.032539993,-0.025846981,44.89610878,0.513921034,1.2482432765540861e-05,41171.544333788515,0.0010904645309395115,0.05838697400000001
4.455405051,1.301656887,4.0887004,3.045350531,0.146610762,1.05e-09,332.0152325,0.038817743,-0.019693827,57.7985656,0.993414521,2.5991630817622136e-05,38220.55368401402,0.0015122377890662167,0.05851157
3.072975584,1.880845034,3.181133896,4.02072392,0.093210679,4.32e-08,481.4672863,0.033113562,-0.025270581,37.22523616,1.168985383,2.6285833705140304e-05,44472.067963033645,0.0008370475641236787,0.058384143
2.828508583,0.626268677,1.915457439,0.603737526,0.756420939,3e-08,336.0913434,0.048463921,-0.010067279,175.7735767,0.29214828,4.0334762009210396e-06,72430.89222474853,0.0024267763560689767,0.0585312
2.436923346,0.609702721,3.024995489,4.862300507,0.396203562,1.91e-09,308.0868191,0.0349257,-0.023483571,38.1139649,1.657057802,3.27925639288428e-05,50531.5109119153,0.0007542613353960241,0.058409271
1.926259645,2.300933032,2.900788638,4.144467136,0.146401264,4.96e-09,417.5251357,0.033985292,-0.024183785,53.59671127,1.711943914,2.5591182563733936e-05,66895.8501521555,0.0008011963544538797,0.058169077
2.455681824,1.611199945,4.205538742,3.880191666,0.736401035,1.89e-08,369.2361851,0.032173102,-0.026090211,61.2476893,2.083101701,3.27424434753588e-05,63620.838272735935,0.0009626985585672026,0.058263313
3.982458451,1.140730938,4.917772478,3.92174322,0.814246763,9.81e-09,381.1412441,0.041514036,-0.016908958,70.68597137,1.648784038,3.956455602899022e-05,41673.26019763455,0.0016961948989537487,0.058422994
3.20865544,0.97603374,2.349691544,2.250773193,0.578647572,1.7e-09,323.812549,0.039820624,-0.01869579,69.48072384,0.510149563,1.058703031827252e-05,48186.27581707358,0.0014419193569506208,0.058516414
4.516354805,2.174883727,3.935258053,3.882292479,0.195113128,1.5e-09,449.6468983,0.038460164,-0.019986146,44.71932521,1.031632294,3.055845083620131e-05,33759.31258851213,0.001324651534084181,0.05844631
2.495210065,0.50100386,0.948933518,2.240465939,0.063700224,3.66e-08,420.3107299,0.02917432,-0.029394665,14.21618848,0.253867242,5.920162445403007e-06,42881.80338651473,0.00033152030365566764,0.058568985000000004
3.231903104,2.514727923,3.995741163,4.544180733,0.680722233,2.05e-09,372.8434089,0.033535079,-0.024746735,41.11866857,1.619212081,3.661552597586101e-05,44222.007955517955,0.0009298236437241939,0.058281814
3.340883989,0.698124015,2.171376104,1.297500725,0.545125707,2.21e-09,334.3149888,0.045798976,-0.012758622,121.0827877,0.349681015,6.398382316397745e-06,54651.47246732023,0.002215544837742542,0.058557598
3.16263723,0.978724037,0.677255733,1.815563409,0.635717428,4.59e-08,418.6903478,0.017736975,-0.040817194,3.333079211,0.122395329,3.754945819981068e-06,32595.764324667965,0.00010225497944460157,0.058554169
3.661851979,1.465590988,2.134607804,2.981018942,0.781866203,1.68e-08,455.7194559,0.033008144,-0.025459075,27.47555472,0.480699485,1.34430244094605e-05,35758.284025855726,0.0007683689379538813,0.058467219
1.568450608,1.712146849,3.247892379,1.936449661,0.440804999,1.62e-08,362.4794568,0.040141421,-0.01800879,198.1085416,1.648206462,1.4298642195153295e-05,115270.13820645715,0.0017186458234757494,0.05815021099999999
